Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
PRJEB77094_52_S52_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-157,cow_hindgut,train,train,test,val,train,train,test,test,train,val,train,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,test,train,val,train,train,train
PRJEB77094_53_S53_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-157,cow_hindgut,train,train,test,val,train,train,test,test,train,val,train,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,test,train,val,train,train,train
PRJEB77094_54_S54_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-157,cow_hindgut,train,train,test,val,train,train,test,test,train,val,train,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,test,train,val,train,train,train
PRJEB77094_55_S55_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-161,cow_hindgut,train,train,train,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,test,train,test,train,test,train,train,test,train,train,test,test,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,train,test,train,test
PRJEB77094_56_S56_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-161,cow_hindgut,train,train,train,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,test,train,test,train,test,train,train,test,train,train,test,test,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,train,test,train,test
PRJEB77094_57_S57_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-96,cow_hindgut,train,val,train,train,train,train,train,val,train,test,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,test,test,val,test,train,val,train,train,train,train,train,train,train,val,train,test,train,train
PRJEB77094_58_S58_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-96,cow_hindgut,train,val,train,train,train,train,train,val,train,test,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,test,test,val,test,train,val,train,train,train,train,train,train,train,val,train,test,train,train
PRJEB77094_59_S59_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-96,cow_hindgut,train,val,train,train,train,train,train,val,train,test,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,test,test,val,test,train,val,train,train,train,train,train,train,train,val,train,test,train,train
PRJEB77094_5_S5_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-78,cow_hindgut,train,train,val,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,test,train,val,train,train,train,train,train,val,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,val,train,train,test,train,test
PRJEB77094_60_S60_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-152,cow_hindgut,val,train,test,train,test,train,train,train,train,val,train,train,train,train,train,val,test,test,test,val,test,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,train,test,val,train,train,train,val
PRJEB77094_61_S61_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-152,cow_hindgut,val,train,test,train,test,train,train,train,train,val,train,train,train,train,train,val,test,test,test,val,test,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,train,test,val,train,train,train,val
PRJEB77094_62_S62_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-152,cow_hindgut,val,train,test,train,test,train,train,train,train,val,train,train,train,train,train,val,test,test,test,val,test,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,train,test,val,train,train,train,val
PRJEB77094_63_S63_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-170,cow_hindgut,train,test,train,test,test,test,test,test,test,train,train,test,train,test,train,train,test,train,test,train,train,train,test,test,train,test,test,train,train,test,train,val,train,test,train,test,val,train,train,train,train,test,train,train,train,test,train,test,train,test
PRJEB77094_64_S64_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-170,cow_hindgut,train,test,train,test,test,test,test,test,test,train,train,test,train,test,train,train,test,train,test,train,train,train,test,test,train,test,test,train,train,test,train,val,train,test,train,test,val,train,train,train,train,test,train,train,train,test,train,test,train,test
PRJEB77094_65_S65_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-170,cow_hindgut,train,test,train,test,test,test,test,test,test,train,train,test,train,test,train,train,test,train,test,train,train,train,test,test,train,test,test,train,train,test,train,val,train,test,train,test,val,train,train,train,train,test,train,train,train,test,train,test,train,test
PRJEB77094_66_S66_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-199,cow_hindgut,test,train,train,train,train,train,train,train,test,train,train,train,train,val,train,test,train,test,train,train,val,train,test,test,test,train,test,train,train,test,train,train,train,test,train,train,val,test,train,train,train,test,train,val,train,train,train,train,test,train
PRJEB77094_67_S67_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-199,cow_hindgut,test,train,train,train,train,train,train,train,test,train,train,train,train,val,train,test,train,test,train,train,val,train,test,test,test,train,test,train,train,test,train,train,train,test,train,train,val,test,train,train,train,test,train,val,train,train,train,train,test,train
PRJEB77094_68_S68_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-199,cow_hindgut,test,train,train,train,train,train,train,train,test,train,train,train,train,val,train,test,train,test,train,train,val,train,test,test,test,train,test,train,train,test,train,train,train,test,train,train,val,test,train,train,train,test,train,val,train,train,train,train,test,train
PRJEB77094_69_S69_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-201,cow_hindgut,train,train,train,train,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,test,train,train,test,train,val,train,train,train,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train
PRJEB77094_6_S6_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-78,cow_hindgut,train,train,val,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,test,train,val,train,train,train,train,train,val,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,val,train,train,test,train,test
PRJEB77094_70_S70_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-201,cow_hindgut,train,train,train,train,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,test,train,train,test,train,val,train,train,train,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train
PRJEB77094_71_S71_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-201,cow_hindgut,train,train,train,train,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,test,train,train,test,train,val,train,train,train,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train
PRJEB77094_72_S72_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-217,cow_hindgut,train,train,train,train,train,train,train,val,val,test,train,test,train,train,train,val,train,train,train,train,test,train,test,train,train,train,train,train,val,test,train,val,train,train,train,test,test,test,test,train,val,train,val,train,train,train,train,val,train,test
PRJEB77094_73_S73_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-217,cow_hindgut,train,train,train,train,train,train,train,val,val,test,train,test,train,train,train,val,train,train,train,train,test,train,test,train,train,train,train,train,val,test,train,val,train,train,train,test,test,test,test,train,val,train,val,train,train,train,train,val,train,test
PRJEB77094_74_S74_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-217,cow_hindgut,train,train,train,train,train,train,train,val,val,test,train,test,train,train,train,val,train,train,train,train,test,train,test,train,train,train,train,train,val,test,train,val,train,train,train,test,test,test,test,train,val,train,val,train,train,train,train,val,train,test
PRJEB77094_75_S75_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-577,cow_hindgut,train,train,train,test,train,test,test,train,train,train,test,val,train,train,train,test,test,train,train,test,train,val,train,train,train,test,train,test,test,train,train,test,val,val,train,test,test,train,train,train,train,train,test,train,test,test,train,train,train,train
PRJEB77094_76_S76_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-577,cow_hindgut,train,train,train,test,train,test,test,train,train,train,test,val,train,train,train,test,test,train,train,test,train,val,train,train,train,test,train,test,test,train,train,test,val,val,train,test,test,train,train,train,train,train,test,train,test,test,train,train,train,train
PRJEB77094_77_S77_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-577,cow_hindgut,train,train,train,test,train,test,test,train,train,train,test,val,train,train,train,test,test,train,train,test,train,val,train,train,train,test,train,test,test,train,train,test,val,val,train,test,test,train,train,train,train,train,test,train,test,test,train,train,train,train
PRJEB77094_78_S78_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-596,cow_hindgut,train,train,test,train,test,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,val,test,train,train,test,train,train,train,val,train,test,train,train,train,train,val,train
PRJEB77094_79_S79_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-596,cow_hindgut,train,train,test,train,test,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,val,test,train,train,test,train,train,train,val,train,test,train,train,train,train,val,train
PRJEB77094_7_S7_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-117,cow_hindgut,train,test,train,train,train,test,train,test,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train,val,train,test,train,train,train,train,test,test,test,train,train,test,train,train,test,train,train,train
PRJEB77094_80_S80_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-596,cow_hindgut,train,train,test,train,test,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,val,test,train,train,test,train,train,train,val,train,test,train,train,train,train,val,train
PRJEB77094_81_S81_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-115,cow_hindgut,test,train,train,train,train,test,train,test,train,val,val,val,train,train,train,train,train,train,train,test,train,test,train,train,val,train,test,val,test,train,val,train,train,train,train,train,test,val,train,train,test,test,train,train,train,val,test,train,test,train
PRJEB77094_82_S82_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-115,cow_hindgut,test,train,train,train,train,test,train,test,train,val,val,val,train,train,train,train,train,train,train,test,train,test,train,train,val,train,test,val,test,train,val,train,train,train,train,train,test,val,train,train,test,test,train,train,train,val,test,train,test,train
PRJEB77094_83_S83_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-115,cow_hindgut,test,train,train,train,train,test,train,test,train,val,val,val,train,train,train,train,train,train,train,test,train,test,train,train,val,train,test,val,test,train,val,train,train,train,train,train,test,val,train,train,test,test,train,train,train,val,test,train,test,train
PRJEB77094_84_S84_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-178,cow_hindgut,train,test,train,test,test,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,test,test,train,train,val,train,train,test,train,train,test,train
PRJEB77094_85_S85_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-178,cow_hindgut,train,test,train,test,test,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,test,test,train,train,val,train,train,test,train,train,test,train
PRJEB77094_8_S8_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-117,cow_hindgut,train,test,train,train,train,test,train,test,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train,val,train,test,train,train,train,train,test,test,test,train,train,test,train,train,test,train,train,train
PRJEB77094_9_S9_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-117,cow_hindgut,train,test,train,train,train,test,train,test,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train,val,train,test,train,train,train,train,test,test,test,train,train,test,train,train,test,train,train,train
ERX12708894,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-65,cow_rumen,test,train,train,val,train,test,test,train,train,test,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,val,train,train,test,train,test,train,test,test,train,train,test,train,val,train,test,train,test
ERX12708895,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-158,cow_rumen,train,test,train,train,train,train,train,test,test,train,test,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test
ERX12708896,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-99,cow_rumen,train,test,train,train,train,test,test,train,test,train,train,train,train,val,test,train,train,train,train,test,test,train,val,train,train,train,test,test,train,train,train,train,train,test,train,train,val,train,train,test,train,train,train,train,val,train,train,train,train,train
ERX12708897,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-78,cow_rumen,train,train,train,val,train,train,train,test,test,train,test,train,test,train,train,test,train,train,train,test,test,train,test,train,train,train,test,test,train,train,test,train,test,train,train,val,train,train,train,train,test,train,train,test,test,test,val,train,train,train
ERX12708898,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-147,cow_rumen,val,train,test,train,train,train,train,train,train,train,test,train,test,train,test,train,val,train,train,train,val,train,train,train,train,train,train,test,train,test,train,train,train,test,test,train,train,test,train,train,train,test,train,train,val,train,train,train,train,train
ERX12708899,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-157,cow_rumen,train,train,train,train,train,train,train,test,train,train,train,val,train,train,test,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,test,test,val,val,train,val,val,train,train,train,test,train,train,train,val,test,train
ERX12708900,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-161,cow_rumen,train,train,test,train,train,val,train,train,test,train,train,test,val,train,test,val,test,train,test,train,train,train,train,test,train,train,train,train,train,test,val,train,test,train,test,train,train,train,test,train,train,train,train,train,test,train,val,train,train,train
ERX12708901,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-157,cow_rumen,train,train,train,train,train,train,train,test,train,train,train,val,train,train,test,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,test,test,val,val,train,val,val,train,train,train,test,train,train,train,val,test,train
ERX12708902,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-115,cow_rumen,train,train,train,train,val,train,val,train,train,val,train,train,train,test,train,train,test,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,train,val,test,train,train,train,test,train,train,test,test,test,train,train,test,train,train
ERX12708903,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-117,cow_rumen,train,train,val,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,val,val,train,train,train,test,train,train,train,train,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,val,train
ERX12708904,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-99,cow_rumen,train,test,train,train,train,test,test,train,test,train,train,train,train,val,test,train,train,train,train,test,test,train,val,train,train,train,test,test,train,train,train,train,train,test,train,train,val,train,train,test,train,train,train,train,val,train,train,train,train,train
ERX12708905,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-152,cow_rumen,train,train,val,train,test,train,test,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,test,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,test,train,train,train,train,train,test,train,train
ERX12708906,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-139,cow_rumen,train,train,train,test,test,train,train,val,val,train,train,train,train,test,test,train,train,train,test,train,train,train,test,val,val,train,train,train,train,train,train,test,train,train,train,val,val,train,train,train,train,train,test,test,train,train,train,train,train,train
ERX12708907,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-199,cow_rumen,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,test,val,val,train,test,test,train,train,train,train,test,train,test,test,train,train,train,train,train,train,train,train,train,test,test,test,train
ERX12708908,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-199,cow_rumen,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,test,val,val,train,test,test,train,train,train,train,test,train,test,test,train,train,train,train,train,train,train,train,train,test,test,test,train
ERX12708909,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-161,cow_rumen,train,train,test,train,train,val,train,train,test,train,train,test,val,train,test,val,test,train,test,train,train,train,train,test,train,train,train,train,train,test,val,train,test,train,test,train,train,train,test,train,train,train,train,train,test,train,val,train,train,train
ERX12708910,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-202,cow_rumen,train,train,val,train,train,train,test,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,val,train,val,train,train,val
ERX12708911,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-139,cow_rumen,train,train,train,test,test,train,train,val,val,train,train,train,train,test,test,train,train,train,test,train,train,train,test,val,val,train,train,train,train,train,train,test,train,train,train,val,val,train,train,train,train,train,test,test,train,train,train,train,train,train
ERX12708912,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-183,cow_rumen,val,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,test,val,test,train
ERX12708913,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-95,cow_rumen,val,train,train,test,val,train,train,test,train,val,train,train,train,train,test,train,train,train,test,train,test,train,train,train,train,val,val,val,train,train,train,train,train,val,val,train,train,train,val,test,train,val,train,val,train,train,train,val,val,train
ERX12708914,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-202,cow_rumen,train,train,val,train,train,train,test,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,val,train,val,train,train,val
ERX12708915,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-575,cow_rumen,train,test,test,train,train,val,train,train,train,val,val,test,train,val,train,train,train,train,train,test,val,val,train,train,train,train,train,train,train,test,train,train,train,val,train,train,val,test,test,train,train,train,train,train,train,train,train,train,train,test
ERX12708916,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-115,cow_rumen,train,train,train,train,val,train,val,train,train,val,train,train,train,test,train,train,test,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,train,val,test,train,train,train,test,train,train,test,test,test,train,train,test,train,train
ERX12708917,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-95,cow_rumen,val,train,train,test,val,train,train,test,train,val,train,train,train,train,test,train,train,train,test,train,test,train,train,train,train,val,val,val,train,train,train,train,train,val,val,train,train,train,val,test,train,val,train,val,train,train,train,val,val,train
ERX12708918,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-193,cow_rumen,test,val,train,train,train,train,train,train,test,train,test,train,test,val,train,train,test,train,train,test,val,train,train,train,test,test,train,train,val,val,train,test,train,train,train,train,train,train,train,train,train,test,val,train,train,test,test,train,val,val
ERX12708919,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-217,cow_rumen,train,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
ERX12708920,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-587,cow_rumen,test,train,train,train,train,test,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,test,val,train,train,train,test,train,test,test,test,val,train,val,train,test,train,test,train,train,test
ERX12708921,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-577,cow_rumen,train,val,train,train,train,val,train,train,train,test,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,test,test,train,test,test,test,train,train,val,test,val,train,train,train,train,test,train,test,train,train,test,train,train,train,train
ERX12708922,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-117,cow_rumen,train,train,val,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,val,val,train,train,train,test,train,train,train,train,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,val,train
ERX12708923,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-587,cow_rumen,test,train,train,train,train,test,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,test,val,train,train,train,test,train,test,test,test,val,train,val,train,test,train,test,train,train,test
ERX12708924,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-575,cow_rumen,train,test,test,train,train,val,train,train,train,val,val,test,train,val,train,train,train,train,train,test,val,val,train,train,train,train,train,train,train,test,train,train,train,val,train,train,val,test,test,train,train,train,train,train,train,train,train,train,train,test
ERX12708925,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-152,cow_rumen,train,train,val,train,test,train,test,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,test,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,test,train,train,train,train,train,test,train,train
ERX12708926,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-191,cow_rumen,val,train,train,val,val,train,val,train,val,test,val,train,train,train,train,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train
ERX12708927,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-178,cow_rumen,train,test,val,train,train,test,train,train,val,train,train,train,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,test,test,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val
ERX12708928,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-170,cow_rumen,train,test,train,train,train,train,train,test,train,train,train,test,val,train,val,train,val,train,train,train,train,val,train,train,train,train,test,train,val,val,val,test,test,train,train,train,train,train,train,train,test,test,train,train,val,train,train,test,test,train
ERX12708929,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-596,cow_rumen,train,train,train,train,train,train,train,train,val,train,train,train,train,test,train,test,train,train,val,train,test,test,test,test,train,train,train,train,test,train,train,train,test,train,train,train,test,val,test,val,val,train,train,train,train,train,train,train,test,train
ERX12708930,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-603,cow_rumen,train,val,train,test,test,test,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,val,test,train,train,test,train,train,train,test,train,test,train,test,train,test,train,train,train,train,test,val,train,train,train,test,train,test,train,val
ERX12708931,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-201,cow_rumen,test,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,val,val,test,test,train,train,train,train,test,train,test,train,test,train,train,test,train,val,train,train,train,train,train,test,test,val,train,train
ERX12708932,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-581,cow_rumen,train,train,train,val,test,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,test,train,train,train,train,train,val,train,train,train,train,train,train,train,val,test,val,train,train,test,train,train,test
ERX12708933,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-96,cow_rumen,test,train,train,train,train,train,train,train,train,train,val,test,train,train,train,train,train,test,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,test,train,train,train,train,train,train,train,train,train,train
ERX12708934,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-193,cow_rumen,test,val,train,train,train,train,train,train,test,train,test,train,test,val,train,train,test,train,train,test,val,train,train,train,test,test,train,train,val,val,train,test,train,train,train,train,train,train,train,train,train,test,val,train,train,test,test,train,val,val
ERX12708935,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-577,cow_rumen,train,val,train,train,train,val,train,train,train,test,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,test,test,train,test,test,test,train,train,val,test,val,train,train,train,train,test,train,test,train,train,test,train,train,train,train
